id,street,status,price,bedrooms,bathrooms,sq_ft,lat,lng
386,517 Indiana Ave,sold,210064,2,1,1054,33.50533035,-111.9518123
387,110 4th Dv,sold,186593,3,2,2860,33.52904531,-112.0586042
388,358 Page Cir,pending,152326,3,3,2508,33.55404658,-111.9925173
389,459 Texas Dv,sold,100354,2,3,2894,33.55705621,-111.8887946
390,418 California Cir,active,130241,2,3,3636,33.56662629,-112.3453257
391,320 Post Trl,active,220583,3,3,2954,33.52189534,-112.0254167
392,609 9th Blvd,active,133220,2,3,2710,33.40577035,-112.152588
393,549 Geary Ave,pending,135266,2,2,1898,33.54943516,-111.9759183
394,350 Pine Rd,sold,292537,2,3,2668,33.45394198,-112.3011795
395,572 Bush Ave,sold,237537,5,3,1161,33.51562625,-111.9271724
396,717 Sutter Way,sold,166497,2,2,2969,33.50624613,-112.0372379
397,339 9th Blvd,pending,247298,4,1,2523,33.43900183,-111.9870885
398,747 Walnut Pl,active,127271,5,2,1124,33.44281835,-112.3398122
399,476 3rd Cir,active,192412,5,3,1702,33.46484295,-112.1975228
400,83 4th Blvd,sold,298002,3,3,2585,33.53776253,-111.9512541
401,297 Pine Way,pending,106949,3,3,3876,33.36939628,-112.1973913
402,374 Walnut Blvd,sold,138029,5,3,2325,33.48050254,-112.011851
403,297 8th Dv,pending,281715,3,2,1490,33.36195732,-112.160047
404,760 Wall St,active,244208,3,2,3243,33.38056883,-112.0011977
405,366 Texas Pl,pending,274325,2,3,1174,33.57948417,-112.1191238
406,180 4th Pl,sold,230902,5,1,2705,33.47998923,-112.0949192
407,221 Mission Trl,pending,127586,4,2,3677,33.46407696,-111.9399166
408,744 Geary Trl,sold,235730,5,2,3246,33.52144771,-112.2332816
409,757 7th Trl,pending,227365,2,3,1999,33.49332713,-111.8859811
410,562 Post Blvd,active,272887,2,2,3787,33.579729,-112.0205389
411,702 2nd Vis,sold,169522,2,1,1516,33.38433816,-112.128651
412,642 3rd Dv,pending,290171,3,2,1490,33.40489524,-112.1748775
413,594 Franklin Ave,pending,114816,5,1,2041,33.56061303,-112.2117884
414,565 Geary Ave,pending,267921,2,2,3377,33.40783144,-112.0646283
415,454 7th Wl,pending,152318,5,3,3157,33.41830699,-112.1086062
416,546 Bush Cir,active,128420,2,3,2014,33.46006477,-112.1366271
417,363 Walnut Trl,sold,119543,4,2,1311,33.49982178,-112.0348405
418,96 9th Pl,pending,227046,5,2,2432,33.42326913,-112.3308481
419,580 Geary Ave,pending,284629,3,2,1411,33.47552655,-112.3611331
420,326 California Ave,pending,170441,4,2,2140,33.3738133,-112.1435032
421,640 1st Cir,pending,196870,2,3,1797,33.47727265,-111.899652
422,47 6th Trl,pending,133824,4,3,1773,33.364029,-112.3407518
423,56 Texas Ave,pending,119171,4,1,2071,33.53380752,-112.2458075
424,198 Walnut Dv,pending,222353,3,1,2500,33.406284,-112.1928978
425,697 Mission Trl,sold,199334,3,1,1063,33.51415844,-112.1208691
426,296 Indiana Blvd,active,267430,5,1,3285,33.58929397,-112.2907899
427,461 8th Vis,sold,258252,4,2,2176,33.58324909,-111.8981321
428,48 Texas Cir,pending,139405,4,2,2575,33.5092943,-112.2976672
429,128 Page Cir,active,175816,3,2,3474,33.45834522,-112.0043326
430,619 Page Rd,sold,173618,5,2,3280,33.56087677,-112.2082658
431,407 Mission Ave,pending,154748,2,3,2691,33.4640198,-112.038097
432,221 3rd Trl,sold,247723,3,2,2942,33.40204785,-112.0134946
433,161 Post Wl,active,174799,5,2,2070,33.39196963,-112.0369744
434,522 Blake Blvd,active,291552,3,2,2863,33.47505219,-112.1481651
435,635 Euclid Blvd,sold,288071,2,1,1454,33.44145607,-112.1392582
436,326 Franklin Wl,sold,197502,2,2,1090,33.44110402,-112.1161492
437,423 3rd Wl,pending,221417,5,3,2141,33.44962826,-112.2526379
438,386 Sutter Pl,active,270848,3,2,1127,33.5251434,-112.1455098
439,203 Blake Ave,sold,126321,4,2,2833,33.56268253,-111.8977949
440,717 Bush St,sold,125885,3,2,1990,33.40266195,-112.0141665
441,510 4th St,sold,104907,5,3,1916,33.45635047,-112.3463995
442,348 8th Blvd,sold,135688,4,3,3959,33.53644909,-111.9530485
443,258 Turk Wl,sold,278252,4,2,2854,33.50006912,-112.1201635
444,32 5th Way,pending,145833,3,3,3260,33.36609395,-112.1222266
445,532 6th Vis,pending,158372,3,2,2527,33.5840047,-112.0004254
446,276 Pine Way,active,209643,4,2,2783,33.44022151,-112.288453
447,696 California Blvd,active,248395,5,2,3188,33.39225484,-111.9869621
448,746 3rd Rd,active,102348,5,2,2979,33.42780088,-112.3214618
449,392 1st Blvd,sold,250132,4,3,3618,33.59311234,-111.9844641
450,230 Walnut Trl,pending,258373,4,3,3448,33.51364031,-112.0683871
451,122 7th Trl,sold,140357,5,3,2114,33.48882279,-112.2063811
452,214 Post St,sold,253091,3,3,1121,33.47947929,-111.8918328
453,208 Sutter Wl,sold,148529,2,2,1480,33.48104585,-111.9882157
454,455 Page St,sold,121774,2,2,2806,33.42878667,-112.0941725
455,193 5th Vis,active,105545,5,3,3239,33.47433769,-112.2927786
456,585 California Vis,sold,236057,3,2,1979,33.57683882,-112.03719
457,637 Bush Trl,pending,252840,3,2,2877,33.45596624,-112.0100316
458,189 Page Trl,active,290945,5,1,3799,33.39876316,-112.3176811
459,241 Texas St,sold,269431,3,3,3844,33.50254275,-111.9781327
460,722 Post Dv,pending,244377,5,1,1902,33.52033924,-112.000674
461,753 3rd Way,sold,232913,4,3,3688,33.54307191,-112.1529458
462,741 8th Dv,pending,237270,2,1,1539,33.475581,-111.920316
463,788 Sutter Way,sold,127538,2,2,3744,33.38115336,-112.000021
464,418 Indiana Vis,pending,126041,3,2,1649,33.37068446,-112.0147466
465,534 Walnut St,sold,273283,3,3,1425,33.49702289,-112.1954425
466,203 5th Rd,active,235297,2,2,3243,33.50747087,-112.162181
467,556 Texas Blvd,pending,220541,2,3,1199,33.41640994,-112.006187
468,628 Page Wl,active,290849,2,2,1723,33.52327394,-112.070284
469,71 6th Way,sold,229515,4,2,1951,33.43918414,-112.162649
470,576 7th Dv,pending,242256,2,3,1422,33.4489541,-111.9675622
471,16 Euclid Cir,sold,182122,2,2,2907,33.57094887,-112.1705712
472,95 1st Trl,sold,132440,4,2,1399,33.54772606,-112.0323469
473,44 Turk Pl,sold,266668,2,2,3473,33.49115128,-111.9156884
474,679 Walnut Cir,active,262270,3,2,1762,33.46849917,-112.006052
475,548 7th Vis,sold,265790,2,2,3459,33.53143339,-112.171135
476,733 Blake Trl,sold,182486,4,1,3110,33.53177796,-112.3024673
477,583 1st Dv,active,255343,4,1,1434,33.37746091,-112.2068234
478,418 California Way,sold,177141,4,3,1148,33.56957222,-112.3199163
479,374 8th St,active,116864,2,2,1673,33.40508223,-112.3032278
480,710 Euclid Dv,active,253291,2,1,3477,33.59079,-112.2554728
481,548 6th Way,active,239025,4,3,1263,33.50610977,-112.3398905
482,136 Geary Dv,sold,157789,2,2,1738,33.44398275,-112.1548588
483,577 Walnut Ave,pending,278515,3,3,2703,33.43427262,-112.1395938
484,741 Turk Rd,pending,108028,3,1,2896,33.42862631,-112.2306261
485,782 Texas Rd,active,184528,4,2,2935,33.58048355,-111.9798958
486,224 Texas Ave,sold,218251,4,1,3384,33.52857655,-112.0703735
487,682 8th Ave,active,184337,4,2,2041,33.42970877,-112.0970351
488,724 4th Ave,active,276084,3,3,3786,33.37307304,-112.0992366
489,756 Wall Cir,active,159138,3,1,2208,33.41097153,-111.9774093
490,194 Geary Ave,active,192427,2,1,2126,33.41229543,-111.9886614
491,197 7th Dv,pending,147227,4,1,3751,33.53031156,-112.0960359
492,80 Indiana Rd,pending,231399,3,2,3101,33.59189022,-112.2058877
493,369 Pine Cir,sold,118895,4,2,2957,33.45659571,-112.0097057
494,273 5th Rd,active,188883,3,2,1537,33.5685763,-112.2245845
495,316 Geary Rd,sold,258525,5,2,1061,33.38146365,-112.0188247
496,730 California St,sold,193795,3,1,2254,33.37741382,-112.2821427
497,779 8th Ave,sold,128840,2,1,1296,33.48118992,-112.1680456
498,289 Walnut Wl,sold,233166,2,2,3131,33.49973219,-112.242811
499,646 Sutter Vis,active,267929,2,3,1086,33.52698669,-112.0243634
500,367 1st Pl,sold,154163,3,2,3177,33.54238459,-112.1620902
501,419 Texas Pl,active,155088,4,2,3413,33.41351803,-112.3414965
502,271 4th Trl,active,270759,3,3,3701,33.38834904,-112.2665786
503,762 4th Cir,sold,136708,4,1,1541,33.50189516,-112.3009023
504,676 Turk Rd,active,294927,5,2,2450,33.47022832,-112.1965445
505,109 Geary Trl,pending,245786,2,1,1641,33.4844254,-112.1861891
506,754 Pine Rd,pending,229479,5,3,3834,33.59264494,-112.0426762
507,215 Franklin Ave,active,113293,2,3,2973,33.36264409,-112.2479584
508,142 Geary St,pending,165204,2,3,3027,33.37295175,-111.9586453
509,112 4th Pl,sold,286367,5,1,3478,33.36859998,-111.8762352
510,589 5th Cir,sold,187403,4,3,3213,33.41078339,-112.1426481
511,466 Franklin St,pending,200423,3,2,3441,33.37934236,-112.3472041
512,160 8th Blvd,pending,124030,4,3,1726,33.49851346,-111.9978304
513,506 Turk Cir,sold,253081,2,2,2769,33.58935495,-111.9978085
514,187 3rd Ave,sold,193019,5,3,3782,33.58678526,-112.0895471
515,528 8th Dv,sold,194887,3,1,1072,33.46493432,-111.88013
516,401 Page Trl,pending,208164,4,1,2417,33.5377384,-112.2556182
517,437 Page Way,sold,176985,3,2,1916,33.53495798,-112.3483174
518,468 Geary Trl,pending,209507,3,2,3821,33.39746023,-112.1624311
519,756 5th Trl,pending,275835,4,2,1482,33.51531064,-112.1227662
520,370 7th Wl,active,242375,4,1,2642,33.46989638,-112.2684558
521,120 3rd Vis,pending,232484,4,2,3366,33.54374296,-112.1813447
522,214 Sutter Vis,active,260770,2,3,3261,33.41579665,-112.3109401
523,450 9th St,sold,216556,2,1,3355,33.57393288,-111.8814165
524,675 2nd Ave,sold,204066,5,2,3240,33.47945361,-112.2838241
525,725 Sutter Blvd,sold,269654,5,3,3096,33.58835515,-112.1456628
526,545 9th Wl,pending,177609,2,1,2149,33.54491762,-111.9132164
527,93 2nd Pl,active,188623,2,3,3914,33.42991025,-112.2842309
528,503 Mission Pl,active,115942,4,3,1740,33.5307417,-112.1837598
529,317 1st Blvd,active,230559,5,2,1212,33.40197295,-112.0421723
530,578 Mission Ave,active,289953,5,2,2022,33.55555814,-111.8833454
531,324 3rd Ave,sold,118674,4,3,1245,33.39477981,-111.9588747
532,479 Franklin Trl,sold,274158,3,3,2686,33.39754376,-112.1915201
533,469 8th Rd,sold,238436,2,3,3421,33.5382068,-112.0214313
534,413 Walnut Cir,active,276104,3,1,1317,33.47542954,-112.290956
535,621 Blake Rd,pending,112544,4,2,2323,33.48729589,-112.3364666
536,147 Turk St,active,239048,4,3,3685,33.4471618,-112.1953687
537,553 3rd Trl,sold,278768,5,1,3908,33.36570451,-112.0242445
538,645 9th Wl,sold,207989,4,3,2081,33.38875624,-112.2151341
539,637 Bush Pl,sold,143878,4,1,1354,33.51722671,-112.250393
540,82 Turk Way,active,191454,4,2,3319,33.36413239,-112.1188173
541,660 9th Vis,pending,159192,4,1,3499,33.37717819,-111.8897423
542,549 Mission Trl,sold,103806,4,3,3478,33.54332496,-112.29622
543,675 9th Vis,active,190167,4,1,3163,33.51241105,-112.0434965
544,119 Indiana Pl,sold,101036,2,2,3232,33.36623366,-112.0279676
545,60 Euclid Wl,pending,197537,2,2,1113,33.57134028,-112.2241732
546,728 Geary Rd,active,138049,5,2,2361,33.45523535,-112.1386024
547,409 Turk Cir,active,148486,4,3,2187,33.58307638,-112.2888
548,631 3rd Blvd,sold,195095,2,2,2774,33.54000713,-112.1580473
549,378 Post Rd,active,160976,3,3,2624,33.53888417,-112.2345635
550,758 Mission Blvd,active,201642,5,1,1763,33.39828538,-112.2663715
551,394 Pine Blvd,sold,222269,3,1,1663,33.41286452,-112.1739428
552,293 Indiana Trl,active,184365,3,3,3644,33.52420692,-112.1841634
553,437 Bush Dv,active,192010,4,2,3625,33.3990909,-112.1953314
554,415 8th Wl,sold,225535,3,3,2289,33.37705911,-112.1478693
555,611 3rd Pl,pending,195236,4,3,1297,33.37717564,-111.9980467
556,352 Wall Vis,active,283470,3,3,1168,33.47838318,-112.3227373
557,316 8th Way,active,142382,2,3,1527,33.58238997,-112.1791485
558,161 7th Wl,sold,236736,2,1,2415,33.41117966,-112.0424194
559,73 8th Way,sold,270878,2,3,2220,33.38664014,-112.2172915
560,322 Texas St,active,125146,4,3,3503,33.41654918,-112.3230421
561,605 Post Way,active,270953,4,2,3777,33.43154256,-112.1595111
562,517 9th St,active,166600,2,3,2796,33.40141737,-112.1890477
563,582 7th Way,pending,160644,5,3,2463,33.41601808,-112.0713953
564,674 5th Vis,sold,287234,2,3,3942,33.48721817,-112.0474548
565,87 Mission Cir,sold,182636,5,2,1268,33.45385626,-112.0684226
566,773 Sutter Cir,sold,178658,5,2,2335,33.39533648,-112.0096682
567,176 Turk Trl,pending,118491,5,3,1807,33.41361351,-112.2966067
568,73 7th Cir,active,114182,5,3,3341,33.41500137,-111.9152437
569,712 Sutter Trl,pending,278421,3,1,2035,33.40176836,-111.8889675
570,262 4th Vis,sold,203537,3,1,3569,33.51315991,-112.3351507
571,664 9th Ave,active,126839,5,2,2189,33.36868499,-112.2126583
572,451 Geary Way,pending,237924,4,3,2925,33.36295652,-111.9267661
573,399 Geary Trl,active,151867,5,3,2608,33.57182016,-112.1627239
574,440 8th Rd,sold,289236,5,3,3759,33.39023659,-112.0508843
575,304 7th Cir,pending,159737,4,1,3997,33.37593075,-111.8946229
576,737 Blake Pl,active,237766,4,3,2504,33.38882629,-112.3547736
577,166 Mission Ave,sold,199107,2,1,1026,33.50564457,-112.1445716
578,460 9th Way,sold,281930,3,3,3433,33.57653641,-111.9754047
579,469 California Rd,active,234062,5,2,1746,33.40245688,-112.1832797
580,312 Franklin Rd,active,267099,3,3,1949,33.59126798,-111.9033474
581,156 Blake Dv,pending,248689,5,1,3365,33.53802216,-112.0905961
582,553 2nd Pl,sold,256789,3,1,2149,33.4440651,-112.1473766
583,500 Page Blvd,pending,140751,3,3,1880,33.59411885,-112.2114867
584,152 Wall Wl,pending,157321,4,1,2808,33.57874818,-112.0810022
585,467 9th Pl,active,229922,3,1,3512,33.56509915,-111.87407
586,699 6th Vis,sold,164873,5,3,1733,33.49787339,-111.9407505
587,82 Walnut Rd,sold,236481,2,1,2645,33.42687712,-111.9671639
588,367 California Way,pending,128209,2,2,3868,33.46136353,-112.1109903
589,633 Page Ave,active,111798,2,3,1352,33.42267649,-112.0922142
590,606 4th Way,pending,225807,3,3,2342,33.37178588,-112.203686
591,471 Post Way,active,236496,3,3,3868,33.57770315,-112.1994755
592,277 Bush St,active,288417,5,1,1530,33.44972707,-112.2484012
593,771 7th Cir,pending,240671,5,1,1762,33.51571578,-111.9091513
594,699 Euclid Wl,pending,262402,4,2,2485,33.50889414,-111.9539361
595,148 5th Trl,pending,154769,5,2,1124,33.46036343,-112.1602684
596,224 Post Way,active,121423,3,2,2054,33.36701285,-112.1656112
597,505 Turk Ave,sold,179475,5,1,3385,33.40068424,-112.1108745
598,247 Pine Blvd,pending,282722,5,3,1552,33.52208305,-112.1332514
599,450 Texas Cir,sold,228354,4,3,3192,33.51705762,-112.0768532
600,142 California Way,pending,217585,2,1,2153,33.43759552,-112.0729906
601,127 1st Cir,pending,198294,3,3,2889,33.43674426,-112.1658145
602,416 1st Way,active,292223,4,1,1750,33.37479615,-112.272286
603,588 Geary Blvd,active,244713,3,3,2934,33.47970121,-111.9790648
604,721 1st Rd,sold,225647,5,2,3142,33.49126048,-111.910294
605,282 Post Dv,pending,227733,3,1,1508,33.59125127,-111.9367947
606,689 Indiana Wl,active,163605,5,3,3467,33.39118915,-111.8768217
607,557 9th St,sold,284241,5,2,2276,33.52460361,-111.9396493
608,517 Euclid St,pending,166530,5,1,3159,33.45858202,-112.2611032
609,127 Turk Cir,pending,232384,4,1,2839,33.45678917,-112.348272
610,315 Mission Ave,sold,189548,3,3,2989,33.4205943,-112.2454506
611,724 Wall Blvd,pending,264865,4,1,2268,33.36764343,-112.2734423
612,127 Indiana Dv,pending,247466,3,3,3067,33.41053901,-112.2350447
613,576 3rd Rd,active,181723,5,1,3470,33.37938693,-112.0300729
614,275 7th Dv,pending,204340,3,2,2809,33.52951005,-112.3185538
615,491 Indiana Ave,sold,256379,5,2,2676,33.55185067,-111.911421
616,524 Pine Vis,sold,147505,3,2,3221,33.41959134,-112.2966585
617,546 2nd Ave,pending,187521,3,2,1885,33.44627841,-111.9326877
618,607 Blake Pl,sold,266774,2,3,2624,33.40886442,-111.9762277
619,623 3rd Wl,sold,248564,2,3,2798,33.49013711,-111.9111021
620,355 5th Dv,active,249483,3,3,2977,33.40167592,-111.9574995
621,456 Indiana Dv,active,255302,3,2,1588,33.54672199,-112.0172464
622,167 7th Vis,pending,213698,3,2,2124,33.3866085,-112.2240316
623,65 1st Way,pending,263027,4,3,1355,33.51072169,-112.0112678
624,207 Texas Vis,active,215153,3,2,3080,33.49556767,-112.2627192
625,509 Turk Ave,active,226558,5,3,1287,33.36334093,-111.8745792
626,483 Page Pl,pending,156562,4,2,2780,33.51884705,-111.9984418
627,122 4th Pl,pending,185321,5,3,2548,33.47346354,-112.2041761
628,552 Franklin Blvd,sold,183108,3,2,2161,33.43066702,-112.033422
629,475 Franklin Way,sold,149176,5,3,3855,33.53387517,-111.9447039
630,506 Sutter Wl,sold,258053,4,2,2656,33.37778717,-112.1048143
631,32 Turk Dv,pending,102360,5,2,3915,33.44245064,-112.1458004
632,275 Page St,sold,128219,5,1,3341,33.48226489,-112.021161
633,731 1st Trl,sold,260608,5,1,2611,33.36118614,-111.8887274
634,586 Blake Wl,active,117981,5,2,3093,33.53744813,-112.0703905
635,184 4th Vis,pending,155993,5,1,2443,33.42223263,-111.975429
636,53 Mission St,active,177135,3,3,1207,33.44783186,-111.9568264
637,546 Turk Wl,sold,290173,5,2,3544,33.53076891,-112.184548
638,211 Wall Blvd,pending,266695,3,1,2514,33.54381563,-112.2069903
639,70 2nd Wl,active,286484,2,2,3285,33.46440275,-112.1647486
640,796 6th St,active,198444,3,3,1295,33.42936177,-112.2401041
641,735 Geary St,pending,245127,3,2,2317,33.40563487,-112.0705911
642,38 9th Rd,pending,271094,3,2,2456,33.46986684,-112.2008686
643,555 Bush Dv,active,110440,3,3,2986,33.46382238,-111.8919175
644,669 7th Vis,sold,176094,5,1,3180,33.53943604,-112.2391674
645,195 Mission Trl,active,208139,5,1,3042,33.46039548,-112.3274841
646,115 8th St,pending,135356,2,3,2488,33.55004726,-112.0005177
647,768 California Cir,sold,129562,4,3,1597,33.42462176,-112.1753354
648,159 Mission Blvd,pending,292216,5,2,2698,33.43591058,-112.1899067
649,78 2nd Way,sold,208122,3,1,2790,33.58115801,-111.9690761
650,457 7th Pl,active,238193,5,1,1780,33.53487397,-112.200383
651,554 4th Vis,sold,118739,4,3,1421,33.54820191,-112.1077016
652,39 Walnut St,pending,140854,3,3,3703,33.55901774,-112.0031335
653,327 7th Way,active,212467,5,1,2118,33.58738414,-112.0658854
654,563 Sutter Wl,sold,200791,5,1,1355,33.46085028,-111.8948804
655,23 Mission Rd,active,140606,5,2,1757,33.51540993,-112.0690145
656,554 Bush Dv,pending,261012,3,2,3199,33.57007654,-112.0566529
657,447 5th Rd,sold,282462,5,3,1219,33.39988715,-112.0711261
658,527 6th Vis,active,267675,3,1,1039,33.51208141,-112.0748239
659,643 Pine Ave,sold,237228,4,3,3090,33.36932003,-112.0709779
660,559 California Cir,sold,296796,5,2,2919,33.47968059,-112.1622969
661,551 8th Dv,sold,189700,2,3,1368,33.50034117,-111.9103891
662,541 Geary Rd,active,104214,5,1,2205,33.52588984,-112.0638033
663,581 Page Trl,sold,166819,4,1,2962,33.52356218,-112.1119034
664,771 3rd Cir,sold,165770,2,2,2406,33.47419418,-111.9053724
665,626 1st Cir,active,128270,5,1,3212,33.58241992,-111.9289099
666,724 1st Rd,sold,149561,2,1,1462,33.54968425,-112.3377696
667,703 Geary Way,sold,151921,2,3,1117,33.57957758,-112.1766658
668,641 Franklin Wl,active,141264,2,3,1662,33.55115342,-112.2375643
669,765 2nd Rd,active,272440,2,3,3748,33.53165924,-112.1844276
670,159 Blake Wl,sold,159016,2,3,3654,33.44390257,-112.0317654
671,732 6th Cir,sold,125311,3,1,1593,33.5402426,-112.032765
672,69 Post Dv,sold,166291,4,2,1434,33.54314015,-112.3196122
673,606 3rd Ave,active,248265,4,3,2516,33.40376039,-111.9521461
674,452 7th St,active,267209,2,2,1435,33.52963973,-111.9143581
675,100 Blake Vis,pending,240113,3,3,1989,33.510424,-112.1740529
676,669 9th Vis,active,168956,3,2,3563,33.56020089,-111.9104787
677,620 Walnut Dv,active,285894,4,2,2844,33.41079805,-112.2535975
678,568 3rd Rd,active,183547,5,1,3072,33.39906049,-112.3600889
679,11 Blake Dv,sold,213897,2,2,3723,33.47651152,-112.1456478
680,646 6th Trl,sold,194574,4,2,1727,33.55166581,-112.1320701
681,470 Texas Ave,pending,195035,3,2,2922,33.50503347,-112.0767338
682,349 Sutter Blvd,active,284066,3,2,1422,33.43308749,-112.3306308
683,643 3rd Way,active,293438,4,2,3586,33.50645933,-112.1444354
684,449 8th Dv,pending,220667,4,1,1890,33.5204913,-111.9415219
685,83 Pine Blvd,pending,160103,5,2,2895,33.53231771,-112.2667546
686,184 Pine Pl,active,268467,5,3,2008,33.53667843,-111.9520146
687,198 Geary Rd,pending,241371,4,2,2007,33.4914216,-112.1907884
688,724 Walnut Way,pending,132948,5,2,3736,33.44757152,-111.9136057
689,794 Mission Rd,active,252620,3,2,3537,33.41629507,-112.1652785
690,429 Franklin Ave,pending,248577,3,2,2500,33.40250123,-112.2827431
691,710 Blake Dv,active,275051,2,1,2007,33.56160114,-112.0295199
692,393 9th Pl,pending,127403,5,3,3798,33.56670813,-111.8868555
693,360 5th Vis,sold,137826,3,1,2986,33.48535104,-111.8767135
694,508 Post St,sold,276475,4,2,3331,33.59074193,-112.2557001
695,770 Turk Cir,sold,127225,4,1,3511,33.50514734,-112.3504496
696,737 Indiana Pl,sold,198167,2,2,2395,33.40157201,-112.0260847
697,103 Franklin Ave,pending,208725,2,2,3394,33.47417774,-112.1623955
698,279 5th Dv,sold,211005,3,3,2192,33.59314633,-112.279177
